color,director_name,movie_facebook_likes,plot_keywords,genres,actor_1_name,imdb_score,movie_title,combine
Color,Christopher Nolan,15000,armored car gangster gotham mixed martial arts social decay,Action Adventure,Christian Bale,8.3,batman begins,Color Christopher Nolan Christian Bale Action Adventure armored car gangster gotham mixed martial arts social decay
Color,Eric Darnell,0,africa madagascar new york city sequel zoo,Action Adventure Animation Comedy Family,Bernie Mac,6.7,madagascar: escape 2 africa,Color Eric Darnell Bernie Mac Action Adventure Animation Comedy Family africa madagascar new york city sequel zoo
Color,Shawn Levy,2000,hdtv motorcycle museum security guard tyrannosaurus rex,Adventure Comedy Family Fantasy,Robin Williams,5.9,night at the museum: battle of the smithsonian,Color Shawn Levy Robin Williams Adventure Comedy Family Fantasy hdtv motorcycle museum security guard tyrannosaurus rex
Color,Gavin Hood,0,army civil war claw fight commando wolverine the character,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,6.7,x-men origins: wolverine,Color Gavin Hood Hugh Jackman Action Adventure Fantasy Sci-Fi Thriller army civil war claw fight commando wolverine the character
Color,Lana Wachowski,0,battle epic fight future machine,Action Sci-Fi,Essie Davis,6.7,the matrix revolutions,Color Lana Wachowski Essie Davis Action Sci-Fi battle epic fight future machine
Color,Chris Buck,58000,magic sister love sister sister relationship snow snowman,Adventure Animation Comedy Family Fantasy Musical,Josh Gad,7.6,frozen,Color Chris Buck Josh Gad Adventure Animation Comedy Family Fantasy Musical magic sister love sister sister relationship snow snowman
Color,Lana Wachowski,0,car motorcycle chase one against many oracle prophecy stylized violence,Action Sci-Fi,Steve Bastoni,7.2,the matrix reloaded,Color Lana Wachowski Steve Bastoni Action Sci-Fi car motorcycle chase one against many oracle prophecy stylized violence
Color,Alan Taylor,63000,arrest portal thor warrior weapon,Action Adventure Fantasy,Chris Hemsworth,7.1,thor: the dark world,Color Alan Taylor Chris Hemsworth Action Adventure Fantasy arrest portal thor warrior weapon
Color,George Miller,191000,australia desert escape on the run post apocalypse,Action Adventure Sci-Fi Thriller,Tom Hardy,8.1,mad max: fury road,Color George Miller Tom Hardy Action Adventure Sci-Fi Thriller australia desert escape on the run post apocalypse
Color,Ron Howard,0,conclave illuminati murder reference to bernini reference to raphael,Mystery Thriller,Tom Hanks,6.7,angels & demons,Color Ron Howard Tom Hanks Mystery Thriller conclave illuminati murder reference to bernini reference to raphael
Color,Kenneth Branagh,63000,battle marvel cinematic universe scientist thor throne,Action Adventure Fantasy,Chris Hemsworth,7.0,thor,Color Kenneth Branagh Chris Hemsworth Action Adventure Fantasy battle marvel cinematic universe scientist thor throne
Color,Byron Howard,0,cat dog hamster new york city superpower,Adventure Animation Comedy Drama Family,Chloë Grace Moretz,6.9,bolt,Color Byron Howard Chloë Grace Moretz Adventure Animation Comedy Drama Family cat dog hamster new york city superpower
Color,Hoyt Yeatman,0,fbi director guinea pig household appliance secret agent talking mouse,Action Adventure Animation Comedy Family Fantasy Sci-Fi,Kelli Garner,5.1,g-force,Color Hoyt Yeatman Kelli Garner Action Adventure Animation Comedy Family Fantasy Sci-Fi fbi director guinea pig household appliance secret agent talking mouse
Color,Jonathan Liebesman,19000,ares hades titan underworld zeus,Action Adventure Fantasy,Liam Neeson,5.8,wrath of the titans,Color Jonathan Liebesman Liam Neeson Action Adventure Fantasy ares hades titan underworld zeus
Color,Tim Burton,82000,camera shot of feet cartoon on tv female stockinged feet female stockinged soles foot closeup,Comedy Fantasy Horror,Johnny Depp,6.2,dark shadows,Color Tim Burton Johnny Depp Comedy Fantasy Horror camera shot of feet cartoon on tv female stockinged feet female stockinged soles foot closeup
Color,Christopher McQuarrie,47000,capture computer hacker mission rogue agent spy,Action Adventure Thriller,Tom Cruise,7.4,mission: impossible - rogue nation,Color Christopher McQuarrie Tom Cruise Action Adventure Thriller capture computer hacker mission rogue agent spy
Color,Joe Johnston,0,asylum death full moon transformation werewolf,Drama Fantasy Horror Thriller,Anthony Hopkins,5.8,the wolfman,Color Joe Johnston Anthony Hopkins Drama Fantasy Horror Thriller asylum death full moon transformation werewolf
Color,David Yates,29000,africa capture jungle male objectification tarzan,Action Adventure Drama Romance,Christoph Waltz,6.6,the legend of tarzan,Color David Yates Christoph Waltz Action Adventure Drama Romance africa capture jungle male objectification tarzan
Color,Steve Hickner,0,bee dream sequence egg scatological humor squashed bug,Adventure Animation Comedy Family,Matthew Broderick,6.2,bee movie,Color Steve Hickner Matthew Broderick Adventure Animation Comedy Family bee dream sequence egg scatological humor squashed bug
Color,Jennifer Yuh Nelson,20000,china kung fu panda peacock tigress,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,7.3,kung fu panda 2,Color Jennifer Yuh Nelson Angelina Jolie Pitt Action Adventure Animation Comedy Family china kung fu panda peacock tigress
Color,M. Night Shyamalan,18000,avatar fire kingdom tribe water,Action Adventure Family Fantasy,Seychelle Gabriel,4.2,the last airbender,Color M. Night Shyamalan Seychelle Gabriel Action Adventure Family Fantasy avatar fire kingdom tribe water
Color,J.J. Abrams,0,arms dealer fictional government agency mission rescue vatican,Action Adventure Thriller,Philip Seymour Hoffman,6.9,mission: impossible iii,Color J.J. Abrams Philip Seymour Hoffman Action Adventure Thriller arms dealer fictional government agency mission rescue vatican
Color,Roland Emmerich,33000,black u.s. president president secret service tour white house,Action Drama Thriller,Channing Tatum,6.4,white house down,Color Roland Emmerich Channing Tatum Action Drama Thriller black u.s. president president secret service tour white house
Color,Simon Wells,0,boy martian rescue robot sexism,Action Adventure Animation Comedy Family Sci-Fi,Elisabeth Harnois,5.4,mars needs moms,Color Simon Wells Elisabeth Harnois Action Adventure Animation Comedy Family Sci-Fi boy martian rescue robot sexism
Color,David Bowers,0,boat frog rat sewer toad,Adventure Animation Comedy Family,Hugh Jackman,6.7,flushed away,Color David Bowers Hugh Jackman Adventure Animation Comedy Family boat frog rat sewer toad
Color,Joe Wright,24000,1940s child hero fantasy world orphan reference to peter pan,Adventure Family Fantasy,Hugh Jackman,5.8,pan,Color Joe Wright Hugh Jackman Adventure Family Fantasy 1940s child hero fantasy world orphan reference to peter pan
Color,Rob Minkoff,11000,dog father son relationship inventor talking dog time travel,Adventure Animation Comedy Family Sci-Fi,Ty Burrell,6.9,mr. peabody & sherman,Color Rob Minkoff Ty Burrell Adventure Animation Comedy Family Sci-Fi dog father son relationship inventor talking dog time travel
Color,Wolfgang Petersen,0,greek mythology prince trojan troy,Adventure,Brad Pitt,7.2,troy,Color Wolfgang Petersen Brad Pitt Adventure greek mythology prince trojan troy
Color,Eric Darnell,17000,animal circus island name in title lemur penguin,Adventure Animation Comedy Family,Jada Pinkett Smith,6.9,madagascar 3: europe's most wanted,Color Eric Darnell Jada Pinkett Smith Adventure Animation Comedy Family animal circus island name in title lemur penguin
 Black and White,Lee Tamahori,0,catfight clinic colonel diamond patricide,Action Adventure Thriller,Toby Stephens,6.1,die another day, Black and White Lee Tamahori Toby Stephens Action Adventure Thriller catfight clinic colonel diamond patricide
Color,Paul Feig,62000,ghost ghostbuster ghostbusters male objectification reboot,Action Comedy Fantasy Sci-Fi,Ed Begley Jr.,5.5,ghostbusters,Color Paul Feig Ed Begley Jr. Action Comedy Fantasy Sci-Fi ghost ghostbuster ghostbusters male objectification reboot
Color,Michael Bay,11000,asteroid astronaut bomb meteorite outer space,Action Adventure Sci-Fi Thriller,Bruce Willis,6.6,armageddon,Color Michael Bay Bruce Willis Action Adventure Sci-Fi Thriller asteroid astronaut bomb meteorite outer space
Color,Barry Sonnenfeld,2000,alien lingerie lingerie model m.i.b. pug,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith,6.1,men in black ii,Color Barry Sonnenfeld Will Smith Action Adventure Comedy Family Fantasy Mystery Sci-Fi alien lingerie lingerie model m.i.b. pug
Color,Robert Zemeckis,3000,creature demon king reward warrior,Action Adventure Animation Fantasy,Robin Wright,6.3,beowulf,Color Robert Zemeckis Robin Wright Action Adventure Animation Fantasy creature demon king reward warrior
Color,Alessandro Carloni,24000,china kung fu panda pig village,Action Adventure Animation Comedy Family,J.K. Simmons,7.2,kung fu panda 3,Color Alessandro Carloni J.K. Simmons Action Adventure Animation Comedy Family china kung fu panda pig village
Color,Brad Bird,35000,dubai kremlin race against time russian terrorist,Action Adventure Thriller,Tom Cruise,7.4,mission: impossible - ghost protocol,Color Brad Bird Tom Cruise Action Adventure Thriller dubai kremlin race against time russian terrorist
Color,Peter Ramsey,25000,belief box office hit children new york city tooth,Adventure Animation Family Fantasy,Hugh Jackman,7.3,rise of the guardians,Color Peter Ramsey Hugh Jackman Adventure Animation Family Fantasy belief box office hit children new york city tooth
Color,Dean Parisot,2000,animal abuse ceo heist suburb unemployment,Comedy Crime,John Michael Higgins,6.1,fun with dick and jane,Color Dean Parisot John Michael Higgins Comedy Crime animal abuse ceo heist suburb unemployment
Color,Edward Zwick,0,captain emperor honor japan samurai,Action Drama History War,Tom Cruise,7.7,the last samurai,Color Edward Zwick Tom Cruise Action Drama History War captain emperor honor japan samurai
Color,Ridley Scott,51000,egypt exodus moses pharaoh plague,Action Adventure Drama,Christian Bale,6.1,exodus: gods and kings,Color Ridley Scott Christian Bale Action Adventure Drama egypt exodus moses pharaoh plague
Color,J.J. Abrams,19000,box office hit future lifted by the throat star trek vulcan,Action Adventure Sci-Fi,Chris Hemsworth,8.0,star trek,Color J.J. Abrams Chris Hemsworth Action Adventure Sci-Fi box office hit future lifted by the throat star trek vulcan
Color,Sam Raimi,5000,evil goblin spider spider man superhero,Action Adventure Fantasy Romance,J.K. Simmons,7.3,spider-man,Color Sam Raimi J.K. Simmons Action Adventure Fantasy Romance evil goblin spider spider man superhero
Color,Dean DeBlois,46000,dragon father son relationship husband wife relationship mother son relationship viking,Action Adventure Animation Comedy Family Fantasy,Gerard Butler,7.9,how to train your dragon 2,Color Dean DeBlois Gerard Butler Action Adventure Animation Comedy Family Fantasy dragon father son relationship husband wife relationship mother son relationship viking
Color,Alex Proyas,24000,ancient egypt egypt egyptian egyptian god egyptian goddess,Action Adventure Fantasy,Gerard Butler,5.5,gods of egypt,Color Alex Proyas Gerard Butler Action Adventure Fantasy ancient egypt egypt egyptian egyptian god egyptian goddess
Color,Rob Cohen,0,artificial intelligence box office flop fighter jet navy pilot,Action Adventure Sci-Fi Thriller,Sam Shepard,5.0,stealth,Color Rob Cohen Sam Shepard Action Adventure Sci-Fi Thriller artificial intelligence box office flop fighter jet navy pilot
Color,Zack Snyder,18000,conspiracy cynicism false promise of the american dream male full frontal nudity male nudity,Action Drama Mystery Sci-Fi,Matt Frewer,7.7,watchmen,Color Zack Snyder Matt Frewer Action Drama Mystery Sci-Fi conspiracy cynicism false promise of the american dream male full frontal nudity male nudity
Color,Richard Donner,0,kung fu lapd martial arts private investigator triad,Action Crime Thriller,Jet Li,6.6,lethal weapon 4,Color Richard Donner Jet Li Action Crime Thriller kung fu lapd martial arts private investigator triad
Color,Ang Lee,0,1980s c 130 hercules monster panzer san francisco california,Action Sci-Fi,Kevin Rankin,5.7,hulk,Color Ang Lee Kevin Rankin Action Sci-Fi 1980s c 130 hercules monster panzer san francisco california
Color,Jon M. Chu,42000,general gi joe martial arts ninja president,Action Adventure Sci-Fi Thriller,Channing Tatum,5.8,g.i. joe: retaliation,Color Jon M. Chu Channing Tatum Action Adventure Sci-Fi Thriller general gi joe martial arts ninja president
Color,Breck Eisner,0,beach civil war desert dictator ship,Action Adventure Comedy Thriller,Matthew McConaughey,6.0,sahara,Color Breck Eisner Matthew McConaughey Action Adventure Comedy Thriller beach civil war desert dictator ship
Color,Hironobu Sakaguchi,0,general military scientist soldier year 2065,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,6.4,final fantasy: the spirits within,Color Hironobu Sakaguchi Steve Buscemi Action Adventure Animation Fantasy Romance Sci-Fi general military scientist soldier year 2065
Color,Joe Johnston,46000,arctic captain america scientist tesseract war bond,Action Adventure Sci-Fi,Chris Evans,6.9,captain america: the first avenger,Color Joe Johnston Chris Evans Action Adventure Sci-Fi arctic captain america scientist tesseract war bond
Color,Michael Apted,2000,british oil scientist terrorist tycoon,Action Adventure Thriller,Colin Salmon,6.4,the world is not enough,Color Michael Apted Colin Salmon Action Adventure Thriller british oil scientist terrorist tycoon
Color,Peter Weir,0,1800s napoleonic wars pursuit royal navy ship,Action Adventure Drama History War,James D'Arcy,7.4,master and commander: the far side of the world,Color Peter Weir James D'Arcy Action Adventure Drama History War 1800s napoleonic wars pursuit royal navy ship
